,dewpoint_2h
22875,-10.162083452125737
21321,-2.724691249342138
19065,-4.174595617202643
15550,2.560212434507712
18120,0.5431934266966211
9480,-0.7125143461186917
11340,-9.731196229937355
25847,-7.6129545503509055
19355,-5.1229369543410135
20862,-3.611991358556692
16952,-5.513186590755566
26977,-6.553275468714907
15462,-3.334529065242977
26245,-10.725864923876674
14105,-3.8293433506756784
28031,-7.897522366751588
14876,-6.11908451308594
16179,-2.71349918181331
7678,-9.516686703920367
19141,-4.918146730843434
5437,-20.172325376044363
787,-10.580498075361275
20033,-4.0515898056506785
11190,-11.697123115255199
6012,-8.533771197187937
10372,-12.193723181781461
1900,-4.905895851706148
26425,-8.440031885918277
10504,-8.578788085534818
12004,-6.226161515496028
25443,-8.099852577991456
9674,-16.057378931563974
14390,-2.2135553869474087
11677,-7.164472105925014
21837,2.954556985565912
7291,-16.503922605249254
3514,-4.610396250663882
27781,-5.3629105472935965
16807,-5.113231022444888
1658,-2.198846877589776
13054,-1.779124768795195
25239,0.02607480649888157
6917,-17.536647688737954
11028,-11.708526183551117
3043,-7.714605722264509
15012,-7.013020637443981
19431,-4.4202952267848845
2789,-13.190368460473286
16987,-4.113342428591737
1054,-8.412866695766148
1277,-7.113009611252607
10249,-10.863785588627591
27880,-6.5130758384559835
28356,1.3892531520972122
7111,-16.935816907836514
12923,-6.613064788912897
20723,-5.7773338363186575
14193,-3.713387121819837
2221,-20.166419571591003
21612,-2.733119914583136
12072,-7.013020637443981
27195,-7.013020637443981
1540,-4.2082629496100985
22393,-6.0131311562265255
19276,-4.989849316720668
11201,-11.232046526205671
6138,-5.5059170150444325
26949,-6.444940408407012
22841,-10.563170544330237
18553,-5.0786595988011065
5290,-22.339097282684804
20199,-4.247238548828086
10264,-11.38143668850774
3923,-3.657618689571081
10090,-8.612844778823426
27598,-7.10968765650291
9532,-6.89990483130427
26100,-13.429159975415812
19821,0.04628943324051238
18756,-4.887527348616475
17340,-0.6317383147481676
7919,-11.712507455096107
28344,0.8697258441129202
2527,-12.11246425637877
10677,-6.582969474386236
17610,1.0945415106247305
23988,-7.254168972279023
28081,-9.697533168904847
11713,-5.7159155056023385
26765,-11.026892331888657
20034,-3.8794976411556763
3464,-5.542853558420236
23067,-11.527808557911275
20989,-3.175542992050991
8197,-5.856634896382786
12752,-5.113231022444888
27615,-6.4404056766464
8298,-4.3569942121521485
25418,-8.954663467308121
19486,-2.8974951285588904
25112,-2.513521649855965
4154,-2.739762832375681
14279,-5.613175494509079
21037,-2.16179094268452
14306,-5.31320879725955
7806,-9.51505111217005
13977,-3.949945711328208
5705,-15.609780931546776
2226,-20.50626307940329
9396,-1.2136681474901254
9689,-15.817378332911314
23296,-12.804932395248564
15364,-4.534919954655275
23607,-8.612844778823426
28042,-6.329683339275932
1310,-6.406406093346289
1593,-3.103092630953584
8028,-12.712399598413556
11117,-12.435721147448392
4206,-6.328984410867897
6561,-14.512206633316367
12557,-4.148936740017237
15664,3.4857956220652464
26851,-9.817186620710736
20673,-5.255145102592904
5140,-20.6078066944976
14327,-3.2134430934374394
22116,-9.053939325265514
12729,-4.5132978100889725
27664,-5.747009007100456
25710,-6.879378007002113
14315,-4.61328666713912
17076,1.1860593217157045
24168,-4.182515252223332
23525,-7.941763584156988
19987,-3.5061676200968885
23276,-13.455594012376867
7292,-16.267557141380482
28147,-9.011952895860704
5850,-14.998760773402164
19789,-0.2920322045521975
17553,0.3296106262314702
5865,-15.647648569277644
17175,-0.722568115663874
13055,-1.6137219274459855
9343,-0.013804076624150658
13246,-6.437478220484582
19859,0.3764128057694675
7651,-10.172572992691457
26086,-14.638136983579892
2420,-11.504471843661154
3689,-4.6201081948182665
15084,-5.813153316027124
9271,1.4860250662185281
16222,-2.513521649855965
23704,-9.612735474330787
24834,-3.9210624535849545
21885,0.023044324235668073
6452,-12.412431906379545
14456,-1.5136342702888912
15298,-4.028413075554568
27494,-9.255636595978164
6331,-6.5130758384559835
24185,-4.3730232920978045
20046,-3.862517485999045
20359,-4.813264395250418
21672,-1.1149179324947336
10615,-7.521504142281238
20980,-3.386883302584889
21945,-2.5147434535109383
24989,-3.2134430934374394
12319,-3.5572708006354965
25304,-8.262782855385998
16012,-0.2137813750652617
27557,-10.003925928161452
17272,-0.7126272803748009
25408,-9.673939660492172
777,-8.926348098353516
24926,-3.075321501785065
8571,-8.617518916278758
24050,-6.8820346396725585
13455,-4.681437570139736
12828,-6.1131200833317365
28048,-7.394740219380362
26969,-6.645979081953003
27772,-5.602473483621427
16475,1.0442278309168842
23167,-15.96466924428873
12894,-7.312987572880893
25347,-9.952342614970695
39,-27.084077278316432
2123,-17.335339429755752
17693,1.3984924942606405
20083,-3.0499301112726456
24513,-3.761719819358519
27274,-7.013020637443981
4916,-22.963328107909952
17117,1.4056489859549457
20181,-4.003118120834474
4315,-11.355587723317974
12566,-4.036616863535476
10791,-6.734306182694852
14060,-4.516956733712196
477,-20.875794370160545
8359,-2.7684872048532463
648,-24.023363415109447
1060,-8.612844778823426
26544,-8.812822880562099
12720,-4.313320109999687
17755,0.7910384061103614
14838,-5.021797185906542
8474,-3.0909610107912435
26427,-8.228437708076912
23173,-14.129076957727099
7061,-16.846338221604846
27219,-7.113009611252607
15167,-7.200933303441026
2771,-13.537051378027735
8589,-8.490126486309983
3036,-8.182041516919769
15149,-4.770012190640776
4141,-2.592371467137438
7034,-17.42695565255203
25599,-6.194152480287851
12256,-9.612735474330787
25182,-0.08130425098817029
5503,-20.599138012823094
1979,-8.004785365177183
18706,-5.3788995405708375
23424,-8.160856645223912
26715,-12.768273356129146
769,-9.109987298898492
11662,-9.622384022176426
25271,-1.3148896408427642
2863,-13.74424295038769
13425,-4.36090052026524
26387,-8.091110613097403
20397,-4.313320109999687
13776,-3.407157952418705
17758,0.7234682130664783
9903,-7.524698099982772
9507,-7.5186964572632995
19949,-3.4584610958575497
24816,-5.289752207428653
13469,-4.491833953141807
25564,-7.847296046092306
8394,-0.013804076624150658
10637,-7.143868788184949
12910,-7.013020637443981
15142,-4.407668523282197
14076,-3.864919551869517
11090,-13.651213512935762
14857,-5.633911524431922
21660,-1.3876631217078566
2884,-13.312281565608506
20824,-3.5981925508083816
27436,-8.159327334346264
21747,0.13265711058173518
2348,-14.167724312006376
8731,-9.086964806721864
19443,-4.120922660744335
24305,-5.674921950990306
24411,-5.813153316027124
4119,-2.6588679995359024
26484,-7.821097731101704
4212,-6.726064704438827
21810,2.715256287096324
24294,-5.718257824535171
7595,-13.505024361536591
19426,-4.431267716858918
22444,-5.813153316027124
9493,-5.079869499852756
17122,1.2369103306498013
11671,-7.9448913931709875
6520,-13.412324376622285
4377,-15.674065492093101
2073,-18.664039949794184
8081,-8.838502973479974
18882,-5.413424664805966
20618,-5.671224498299805
13325,-5.360575350237142
5798,-14.596874171479303
10104,-8.412866695766148
12586,-4.082784668547741
8302,-4.320408855585917
11574,-8.11289960620783
25180,0.06477205199801113
24938,-2.6232872650769905
12345,-3.449443986275336
24694,-6.562509054839889
2511,-11.212561558575851
25419,-9.510892253829132
4183,-6.243832066997403
124,-23.991305389719823
20134,-3.56154370829538
18056,0.14841138919519153
25918,-7.659462833722059
20224,-4.107162669037987
19334,-5.268788614442176
18704,-5.225323378711399
8260,-5.051950535448012
9983,-8.008316746973021
12737,-4.5132978100889725
15427,-3.3898925047087163
26693,-13.200137634018654
28208,-0.3712533544184524
2197,-20.680958773793627
535,-20.91455832384009
27143,-6.218503290689398
17917,-0.7027661188292107
17913,-0.5277493170588636
15083,-5.813153316027124
25485,-8.033484244155826
3150,-8.57898302512238
15758,3.955453995229023
904,-8.394751051536533
3094,-7.6330168585294516
7143,-16.60069541294007
8649,-8.63583144577893
10857,-6.211517342859629
1615,-2.2566928642959687
14350,-2.71349918181331
8792,-8.484897976438718
6024,-7.7974999114073125
6070,-6.906760899957969
11459,-9.812713669476473
6857,-17.606684322176157
22029,-8.346045024846955
21451,-1.7060300282663643
22234,-5.793406276642775
11071,-12.599694289721565
9168,-9.630127030051561
9841,-8.463215711712229
4956,-23.00792408747725
995,-7.6129545503509055
20911,-2.9627988700638483
20925,-3.4788976364256734
20492,-1.6074244547207823
5601,-15.938955797502182
16389,0.9860821353622404
6411,-8.912811938436962
15323,-5.081431061693287
5307,-21.6925922042136
10177,-6.282838846792155
9955,-7.909752792795673
279,-20.760010428398854
25292,-6.155247234896453
23316,-10.431023324803858
1856,-2.124101766963086
11431,-9.30602246524524
26446,-8.27995295107188
20536,-3.3389777432464154
9855,-8.136758436778074
3663,-5.113231022444888
11918,-6.605653236095836
13847,-3.2825634927149467
20481,-1.5876908440575246
26434,-8.136412414795975
21930,-1.7471279395522252
11913,-7.8267674738296735
17211,-0.520854636402878
19454,-3.8529868808209455
7166,-16.89983337628097
15903,0.9521408893313372
17295,-0.4216246427513207
24529,-5.17204766562867
26530,-8.312877661243027
7390,-13.92671059036825
20734,-3.699388175824936
15268,-4.3321125407748475
1622,-2.5119779019749675
20616,-4.923970724337872
7744,-9.054814804940275
24201,-3.8386316281058153
18876,-5.3035594255301834
20462,-1.6311603588175243
12373,-2.883399217131427
24778,-4.22760194824488
19514,-2.5550319898593044
3495,-5.156350195107682
7840,-10.414341751422496
7099,-17.203434001903606
20026,-2.4321705890096
3184,-8.335621246966264
20484,-1.7951860194708769
23115,-13.395409962989216
7930,-12.11246425637877
11522,-10.612626636873317
4997,-20.709619216243606
8436,-2.8040979681135965
8435,-2.7568684351366093
17120,1.8031552009750884
14802,-5.160488160293804
11863,-9.176996382266374
3221,-9.748843655889416
26736,-12.617538106135454
4253,-8.664599002941037
10515,-8.434680842322425
12819,-5.813153316027124
18148,-0.34043721909928515
12410,-2.545476241945271
27307,-4.033236922976538
26677,-10.666444538454758
28318,0.4941889966061489
2749,-12.743874330116045
7835,-9.612735474330787
15309,-5.077553189006716
11172,-11.472760278532336
18723,-4.3244028034023865
9781,-9.4048906860194
27955,-3.5134094964558824
27723,-4.5868800137616885
8943,-14.816764484813811
18900,-5.010772614595749
23714,-9.3127682166399
6979,-17.852657398874427
5552,-16.97837311434042
691,-8.300922005761409
6805,-14.941733609087455
3972,-2.2364924718136976
23033,-9.088038505208862
18670,-5.778273744200388
327,-20.69750382055762
13585,-5.113231022444888
674,-7.463170374953574
24256,-5.91765775102134
21673,-1.1346478378877591
7735,-9.328089336542574
14903,-6.3130979515531775
13888,-3.6465034400742455
14173,-3.5134094964558824
26882,-7.920421297090421
16726,-4.113342428591737
10684,-6.610725754415957
15996,-0.5137473577543362
24583,-5.530863602101459
11126,-11.984495494450352
7193,-16.493020877219017
15164,-6.314155243272452
10586,-7.823559492324165
19846,0.9563967705029841
1828,0.9442543506258164
23631,-8.912811938436962
2072,-19.231780761523307
3468,-5.705611472273418
26219,-10.949088358102887
21786,1.5421663469122169
27923,-6.613064788912897
18910,-5.068870749779322
15782,3.3877741430976878
1033,-8.11289960620783
19840,0.7709646814804428
16324,-0.8137133824763078
18371,-0.12467983208316374
9384,-0.2137813750652617
1332,-5.370419893471709
7616,-13.059764552492206
17598,1.21710047295927
14410,-1.813600435120584
10865,-6.003447421317513
12324,-3.9044029227877264
3847,-3.813375941507313
2265,-20.733222003061254
16493,0.7779885223321512
12283,-8.312877661243027
25815,-7.812932558682637
18725,-4.420482203542086
2024,-13.915306579689956
1586,-3.3562996897731403
8794,-8.364666518247372
9390,-0.7137247028986613
15355,-5.051835091585378
5456,-21.88272753228872
26764,-10.82350171215374
14963,-7.113009611252607
23632,-8.912811938436962
25893,-5.8614189806553405
18327,-3.013465514776797
4284,-8.71305469896555
2867,-12.237875148624095
3766,-5.013242142043061
7238,-16.494479046280794
14138,-3.3349716321783185
22258,-5.673726501539111
27814,-5.5528168966635585
26033,-9.780028535830489
15062,-6.613064788912897
13864,-3.0045162937440897
15222,-5.366139799231284
5954,-10.211213355955456
1018,-7.812932558682637
9383,-0.013804076624150658
1287,-5.813153316027124
24090,-6.071666895336929
26302,-9.701241312181065
11461,-9.612735474330787
21364,-3.0735330279724606
1016,-7.812932558682637
28279,0.3652494192475919
12990,-7.013020637443981
22469,-1.7681797245553184
8140,-9.225110670313738
9542,-5.692388124278556
18681,-5.77134053048661
24418,-5.513186590755566
8408,-1.2136681474901254
1081,-8.812822880562099
22057,-9.28906048028467
13204,-5.336587082533469
23197,-15.341025392175306
26389,-7.948063484917022
16933,-6.1131200833317365
7012,-17.88732498513182
569,-20.674251393964397
266,-21.268757193404106
25331,-8.191975375236348
23292,-13.839405163413995
11074,-12.687852112952905
23991,-7.656913640584961
18027,0.002972215916547395
10626,-7.468724770089558
25289,-5.825633705181825
18105,0.42641969232799415
19279,-5.221928839985586
3516,-4.5035618191766185
3949,-3.6920532673975934
19946,-4.307772421335095
8486,-3.5482939750728795
16381,0.486139087748028
249,-21.333237639848708
14494,-0.2137813750652617
18702,-5.363644906294873
8523,-8.611423597199948
20829,-3.6440178535301153
7921,-11.912485846396725
24433,-3.8535752485616084
12295,-6.613064788912897
24268,-5.953327154169479
9368,0.18617320313567934
20355,-4.813264395250418
5605,-15.894462239536304
8044,-12.712399598413556
21378,-2.8267605304372014
2752,-14.938007324672064
15592,1.3860364893879027
16260,-2.3135441365799325
17139,1.6743007142269366
14606,-6.026058607312272
14834,-5.1134002921396755
20583,-7.11883963146955
4128,-2.6901374135832468
16779,-5.013242142043061
25790,-7.1390636344416825
19960,-3.991726954930877
15553,2.637846712398816
6059,-7.176648202126727
20148,-3.636732947390031
7995,-11.412539903172885
2539,-12.11246425637877
21062,-2.672227257001372
20648,-6.114845446034575
20139,-3.8002937184978376
9605,-9.171518046893178
25839,-7.9129215698540225
6382,-7.812932558682637
25717,-7.180816679161785
1917,-5.568539560348297
17209,-0.520854636402878
26821,-10.30936505210409
15106,-4.124811292706439
6151,-5.4297084413062855
7668,-9.416099205366232
4995,-20.929928107666274
26505,-8.407173192251518
22187,-6.187439130770852
14645,-6.028153989024644
1198,-9.812713669476473
26827,-10.23006837565256
14401,-2.013577901693343
26264,-10.348266584786133
6426,-10.612626636873317
1883,-3.7696168343746232
25730,-6.849905232008668
20104,-2.9227732558473463
7303,-16.496338854163717
12716,-4.113342428591737
22750,-13.106636240318398
9134,-11.462217585638196
7096,-17.224688614915245
1870,-2.848080140650161
17853,-0.09284250564575212
13870,-3.369841090255393
5420,-19.119686386881884
1820,0.8860935351800333
8187,-6.067384870330232
1837,0.4873383509506382
11670,-8.603869036084575
18585,-5.818249535987058
963,-6.685079075095848
10756,-6.79943721294024
10564,-7.645308354436806
26913,-7.27220375817265
937,-6.993971406882482
25881,-5.521061622094594
27343,-4.7205260815974
956,-6.833243274834883
435,-20.75176205131105
10441,-10.2228836819237
25532,-9.314810300333727
21464,-1.4094869949935696
21376,-2.6635958407426084
6025,-7.840415453629162
7029,-17.286777494393665
12229,-9.3127682166399
25610,-5.640809824650414
24020,-6.8769753166212455
8674,-8.837427291664023
24555,-7.023493916793865
27559,-9.581042881581988
9154,-10.114540921978733
11149,-10.611529744369633
71,-26.84866904520901
26017,-10.121007907992217
10887,-7.702921038176467
688,-7.289240920017936
10443,-11.449730548477678
21593,-1.8767747141391995
25472,-8.081035202030613
26475,-8.15429237725345
22652,-17.321597944636366
16932,-6.3130979515531775
26040,-8.870971470564555
22770,-12.779204734690394
14859,-5.917090439472479
14014,-4.4559632750763285
24174,-4.129364722259842
8981,-15.821591851939676
14533,-0.3687999243280984
1094,-9.11279006819773
16991,-4.013353594893261
12078,-6.813042703837756
17601,1.2474008779799668
366,-20.71300580523527
17093,1.9933283052690107
12367,-2.997886706872136
22560,-16.506168854226086
12286,-8.11289960620783
2057,-13.702017610443585
20446,-3.3134318897732564
16950,-5.513186590755566
17839,-0.012524490136855658
11329,-9.853025469661183
8645,-8.601661045845532
24162,-4.095048425913188
11596,-6.4155599338643166
13490,-4.633513321667075
1463,-3.3213573000890806
21589,-1.7695120624066147
786,-11.152199852674922
24164,-3.848944031185032
27066,-5.976529532928673
11004,-12.122280517835287
5960,-10.100520852493737
1925,-5.522757511627949
23963,-7.483216488904718
26291,-10.059899320506766
9449,2.031870494666334
20227,-3.813375941507313
453,-20.813775861751807
21164,-3.1950556245267117
11257,-10.318912282366467
8740,-9.314146296634481
9587,-9.829284217050064
27112,-6.027547608324362
23866,-10.387513847028966
1254,-9.11279006819773
1167,-9.3127682166399
24980,-3.280838335366662
8368,-0.3586712091481597
8715,-9.093973363174603
10820,-6.401002162637672
21849,2.057155779139785
25743,-7.055405055062402
15377,-4.519038346559294
8609,-8.751728968451976
16529,0.2682248645930493
3126,-9.34885435914824
738,-7.18032453088791
12459,-2.328874538143064
28159,-6.441066906463437
15560,2.700250980720351
25227,-0.278747952829842
24528,-4.682453386819325
21778,1.3616046055268518
3047,-7.669508799083173
12644,-4.109822537189735
21891,-0.20512531958529906
18814,-5.705611472273418
14973,-7.312987572880893
1343,-5.442400294129387
17920,-0.451893166459208
20813,-3.5714659362130763
10136,-7.312987572880893
16895,-6.0131311562265255
5445,-19.732263450774976
15593,1.3860364893879027
24197,-4.075297373295907
18883,-5.291623770691998
9991,-7.812932558682637
13161,-6.532764586064973
14704,-5.682300759216805
4500,-19.89284516364421
11998,-5.448099468688839
22503,-9.929441948893693
1118,-7.812932558682637
25269,-1.7090824959107984
25071,-1.6622639114259896
7626,-11.492232920154034
22626,-20.07177214140568
15612,1.8859793268378795
19353,-5.477444897947594
10458,-9.662441993954683
27779,-5.235594800894239
3764,-5.113231022444888
23456,-8.258264311930116
4737,-26.31164507305807
8822,-7.867853690829812
11445,-9.612735474330787
26669,-10.816626935048296
24615,-6.04115908851714
26565,-8.412866695766148
10557,-7.813032976313628
18537,-5.350840865354322
17204,-1.4618955769121431
28413,1.4724669793601086
10284,-10.964295334199713
14928,-6.813042703837756
18659,-5.937348286467588
27935,-6.813042703837756
23382,-9.597669288479883
2513,-11.212561558575851
11496,-10.312659239071847
4193,-5.666725311309023
19790,-0.5849049266558622
16000,-0.8137133824763078
8390,-0.013804076624150658
21203,-3.457043752552748
5482,-20.58313109827565
24333,-5.3385833572886225
20597,-5.2945973310196175
18101,0.3617221461201678
23518,-7.6947532166083965
3333,-8.025641114141473
10211,-9.4858232371514
7961,-12.212453468375333
1220,-9.812713669476473
12323,-4.0015492407393545
23241,-18.164468724023944
6064,-7.19055361979025
18286,-3.2134430934374394
10926,-8.445986070810394
21515,-1.099910572988282
20844,-3.4933110837595702
2557,-12.612410363065193
14106,-3.8974392286015562
12839,-6.1131200833317365
16721,-4.113342428591737
7126,-16.787561292913374
24029,-6.897670061867848
22734,-13.644217529319933
2001,-11.107693002433836
11281,-10.738978797322119
3911,-4.345009273128321
24611,-5.988613491502714
10270,-11.261519318641515
11189,-12.13273396271436
18555,-4.725806928761989
16864,-5.513186590755566
10496,-8.661432358029161
9960,-7.9957167221167005
4278,-8.598140495595297
4309,-9.920558976992217
20119,-3.3358539851424323
19798,-0.16296091532167306
15350,-5.126037825158541
6835,-16.06377875677598
25856,-6.3130979515531775
10480,-8.464966644818583
15580,2.6858876239015292
21102,-3.559979612683797
13709,-5.31320879725955
16937,-6.0131311562265255
14090,-4.232108274072588
8127,-8.98877622082369
6052,-7.0796791553795275
12024,-5.878880977085192
22931,-9.983250872121816
9638,-11.295362065858395
21715,-0.4111628431947594
22341,-6.0131311562265255
15148,-4.724227611839644
27981,-3.738078093028353
26639,-10.621749798555033
27701,-5.1694713945054485
4640,-26.4070946577274
17468,-0.24659640212585002
17640,1.344071539109056
22268,-5.390000102269722
3018,-7.991234533313802
8660,-8.852116277427795
18920,-4.938467260784338
