,weather_1h
20768,0
15693,4
20154,0
25335,4
6382,0
14970,0
1917,0
17305,4
18118,0
25176,4
6151,1
7668,0
4995,0
26652,0
16163,4
14785,0
1198,4
20291,0
14831,0
11875,0
6426,4
1883,0
10816,0
20219,0
7303,0
17319,4
21083,0
9134,0
7096,0
1870,4
17957,0
20258,0
5420,0
1820,4
8187,0
1837,4
9479,4
11787,0
21084,0
963,0
13425,0
13385,0
27064,0
937,0
18586,0
23704,0
956,0
435,4
28490,0
25674,0
24402,0
25353,4
6025,2
7029,0
24624,0
25364,4
24154,0
8674,0
11090,0
14190,4
9154,0
11717,0
71,0
27247,0
10992,0
688,0
10545,0
18205,0
25614,0
26622,0
25127,0
15805,0
26183,0
16090,0
13691,4
20140,1
15167,4
8981,0
18141,0
1094,4
17254,4
12202,4
17702,0
366,4
21079,0
12494,0
11337,0
12411,4
2057,0
20565,4
17045,4
17943,0
21513,0
8645,0
11009,0
11712,0
13622,4
1463,0
21712,0
786,0
27882,0
23481,0
13997,0
5960,2
1925,0
24097,0
28112,4
9449,4
9693,0
453,4
15620,0
21730,4
8740,0
22771,0
27263,0
23998,0
1254,4
1167,4
10221,0
8368,0
8715,0
17161,4
21973,1
17145,4
28556,0
8609,0
16623,0
3126,0
738,0
12586,4
14779,0
11520,0
25367,4
24805,0
21901,4
3047,0
12774,4
22872,0
15607,0
15221,0
1343,0
18026,0
24088,0
21448,0
24243,0
5445,0
12255,4
16002,0
18991,0
13694,4
26743,0
14844,0
4500,0
15616,0
23549,0
1118,4
22175,0
13890,0
7626,0
22363,0
13784,4
19007,0
10560,0
27934,0
3764,0
24861,0
4737,0
8822,0
23533,0
13613,4
17285,4
27709,0
19288,0
12276,4
24824,0
17112,4
13412,0
15071,4
25803,0
16963,4
13916,0
2513,0
24667,0
4193,0
19903,1
17830,1
8390,0
12936,4
5482,0
23806,0
20717,0
19093,0
18207,0
21950,1
3333,0
10312,0
7961,0
1220,4
19642,0
23372,0
6064,2
25221,4
25206,0
18309,0
13536,4
2557,0
10095,0
23086,0
16815,4
7126,0
24163,0
10420,0
2001,0
11395,0
3911,0
24746,0
13708,4
25815,0
18661,0
16959,4
23857,0
27712,0
4278,0
4309,0
20234,0
13774,4
15498,0
6835,0
26941,0
13636,4
15733,0
23899,0
20345,0
25242,4
11109,0
8127,0
6052,4
26877,0
12823,4
9638,0
11274,0
20843,0
15293,0
28138,0
13246,0
26787,0
18085,0
4640,0
21127,0
17999,0
16826,4
3018,0
8660,0
19028,0
25210,4
21889,4
21677,4
2558,0
8111,0
5309,0
18064,0
9566,4
23715,0
3708,0
17762,0
8356,0
16357,4
15105,4
26855,0
26503,0
675,0
24020,0
25973,0
19145,0
22226,0
2450,0
15148,4
11643,0
26774,0
28519,0
14243,4
5128,0
24696,0
16156,4
15367,0
16891,4
11039,0
487,4
23239,0
27796,0
27656,0
26681,0
25292,4
16111,4
15262,0
21755,4
16862,4
20785,0
28199,0
7130,0
16791,4
18757,0
16076,0
12634,0
18766,0
22844,0
15549,0
13343,0
1996,0
27827,0
26284,0
9246,0
22955,0
13696,4
5471,0
14133,0
27390,0
19452,0
23760,0
15682,1
7152,0
3087,0
19210,0
17622,0
25019,0
2641,0
24012,0
18666,0
5752,0
1278,4
16553,4
10125,0
1876,4
12368,4
18379,0
261,0
4918,0
26015,0
15102,4
21454,0
15728,0
12183,4
15276,0
14741,0
8627,0
22291,0
25383,4
28575,0
1579,0
22699,0
1606,0
1208,4
26812,0
5161,0
718,0
20251,0
26760,0
23759,0
16566,4
26600,0
16485,4
23988,0
9115,0
6236,0
20044,1
16774,4
18198,1
7569,0
7189,0
276,0
22832,0
4745,0
19062,0
25418,4
18956,0
5156,0
6,0
8458,0
2756,0
22353,0
15396,0
8480,0
24149,0
3621,0
8212,0
26129,0
25231,4
2906,0
6530,4
26477,0
11213,0
16459,4
27088,0
16343,4
6662,4
24358,0
14947,0
19100,0
14731,0
14338,4
10131,0
26143,0
10513,0
7318,0
15537,0
15236,0
14757,0
13325,0
21962,4
28350,0
1202,4
8062,0
23193,0
20981,0
26773,0
1878,4
10056,0
15464,0
25705,0
6769,2
4474,0
7274,0
6643,4
23852,0
2551,0
18270,0
9948,0
27172,0
11860,0
2869,0
22156,1
7858,0
11456,0
18567,0
18660,0
12572,0
23137,0
4758,0
7785,0
28518,0
14696,0
22573,0
2300,0
18952,0
13448,0
8009,0
10882,0
2088,0
4495,0
15867,0
26947,0
20199,0
23216,0
7606,0
19710,0
23809,0
2381,0
9364,4
23403,0
20231,0
16140,4
3667,0
9071,0
26935,0
25148,0
22653,0
20067,0
24635,0
17273,4
14966,0
7044,0
11338,0
4018,0
4171,0
21620,4
21853,4
16740,4
6189,4
14976,0
28143,0
13881,0
19580,0
13576,4
13995,0
24229,0
11482,0
8539,0
20935,0
22586,0
10233,0
25975,0
8648,0
15822,0
23633,0
25715,0
12902,4
27217,0
15391,0
21122,0
5734,0
11089,0
26845,0
26817,0
13165,4
10993,0
27239,0
11176,0
10071,0
1092,4
19728,0
27323,0
22591,0
8892,0
10604,0
18410,4
902,0
6061,2
4746,0
21265,4
26990,0
116,0
2952,0
8281,0
19005,0
5596,0
13267,0
218,0
20980,0
1114,4
3166,0
10480,0
21258,4
28371,0
17385,4
26171,0
27299,0
5190,0
8665,0
28439,0
16011,0
5218,0
23315,0
12229,4
27229,0
27135,0
20954,4
18525,0
5417,0
12069,0
17628,0
6431,4
22258,0
23591,0
17391,4
27433,0
13231,4
15207,0
10476,0
11642,0
12871,4
18144,0
26086,0
4101,0
2271,0
14526,4
24432,0
9622,0
25109,0
19261,0
11561,0
13012,4
27355,0
11662,0
12090,0
27484,0
17209,4
1234,4
20197,0
28260,0
10413,0
3908,0
3205,0
7249,0
15553,0
17598,0
24525,0
17054,4
19085,0
414,4
379,4
13159,4
22423,0
23072,0
135,0
12673,0
27696,0
9039,0
14692,0
10446,0
19719,0
18762,0
367,4
26510,0
11647,0
27758,0
10674,0
4838,0
13399,0
28179,0
6101,2
28564,0
10668,0
18875,0
11432,0
12597,4
28489,0
532,4
21023,0
1439,0
25426,4
26949,0
5400,0
11676,0
26147,0
10447,0
23437,0
23883,0
19709,0
7078,0
27106,0
8278,0
20362,0
13644,4
4204,0
28071,4
23336,0
18606,0
23069,0
24463,0
20498,4
8516,0
12324,4
13936,0
17310,4
26869,0
9868,0
24489,0
10406,0
16064,0
20128,0
2384,0
5957,2
7952,0
19443,0
9107,0
17948,0
25074,0
8954,0
10136,0
14117,0
18391,0
15159,4
15784,0
7161,0
18843,0
22020,0
14995,0
15028,4
21386,0
27432,0
23565,0
10271,0
1360,0
6325,0
22676,0
206,0
19329,0
9503,4
2456,0
9233,0
751,0
21593,4
21364,0
10501,0
17130,4
12773,4
13040,4
7656,0
15360,0
27011,0
18214,1
1300,4
5186,0
14799,0
5828,0
25326,4
20013,0
28232,0
15632,1
14739,0
9582,0
15666,1
23060,0
21097,0
13907,0
20644,0
10041,0
7433,0
11755,0
14861,0
15970,0
13218,4
5830,0
9630,0
6741,4
13324,0
11703,0
26273,0
8921,0
1193,4
8056,0
835,0
2665,0
20343,0
5898,0
21785,4
24138,0
8450,0
18745,0
25112,0
26209,0
11414,0
13097,4
5668,0
20899,0
25104,0
23849,0
6172,2
18775,0
13950,0
28522,0
14213,4
8130,0
19006,0
13091,4
25443,0
14958,0
12480,0
2044,0
9515,4
11567,0
19400,0
10449,0
2534,0
13952,0
3879,0
26246,0
10010,0
15826,1
14374,4
10658,0
2081,0
1077,0
20672,0
19594,0
16932,4
21278,4
11941,0
5412,0
16030,0
17325,4
18220,0
11369,0
2724,0
9060,0
9238,0
12286,4
14467,4
3187,0
10159,0
20331,0
8054,0
3709,0
26632,0
8908,0
7182,0
16104,4
20076,0
10414,0
17712,0
4953,0
2995,0
21691,4
13176,4
17287,4
27939,0
15012,4
25290,4
3303,0
20124,0
4419,0
5857,0
25384,4
17228,4
4524,0
11195,0
21256,4
5055,0
25776,0
25129,0
3271,0
8134,0
20741,0
27335,0
26930,0
9156,0
18333,0
7003,0
24007,0
8022,0
21475,0
2141,0
128,0
20587,0
23847,0
1842,4
24577,0
22322,0
7565,0
8550,0
21733,0
14099,0
18986,0
5301,0
6065,2
9027,0
21031,4
20503,4
6737,2
1743,0
129,0
25652,0
24043,0
1240,4
9210,0
15642,1
9975,0
18515,0
16779,4
5515,0
1565,0
19808,0
19933,0
18256,0
11048,0
25474,0
21821,4
370,4
21342,4
12493,0
20859,0
24967,0
3736,0
19348,0
3134,0
10069,0
5241,0
7809,0
23293,0
16095,0
1986,0
21428,0
25770,0
26128,0
23972,0
15548,0
27674,0
16665,0
27703,0
13470,0
23555,0
17633,0
11972,0
28193,0
16888,4
21667,4
5353,0
20525,4
18116,0
24537,0
13166,4
28149,0
10298,0
10491,0
14286,4
21362,0
26313,0
26639,0
22734,0
17596,0
17937,0
28084,4
4899,0
874,0
21416,0
16985,4
26473,0
16447,4
21404,0
27804,0
26014,0
1578,0
11957,0
28533,0
6146,2
5487,0
10829,0
15057,4
22358,0
17959,0
26788,0
8075,0
14707,0
14306,4
15234,0
21410,0
9194,0
12033,0
7762,0
12156,0
18951,0
6932,0
19526,0
10191,0
17773,0
11543,0
25154,4
19865,0
19285,0
2559,0
9554,4
25821,0
27381,0
22274,0
12374,4
19785,0
26463,0
22822,0
7716,0
15524,0
14499,4
8090,0
26548,0
12283,4
4546,0
12158,0
18819,0
28357,0
24599,0
20223,0
22687,0
13024,4
25398,4
22729,0
17455,4
7795,0
4,0
12877,4
12570,0
19946,0
2094,0
7430,0
381,4
16381,4
13315,0
10606,0
3686,0
4416,0
5587,0
618,4
2402,0
1110,4
5780,0
18174,0
3002,0
22733,0
12629,1
16216,4
9303,0
23464,0
16324,4
18716,0
15247,0
7877,0
4725,0
4120,1
27252,0
10601,0
960,0
6535,4
24033,0
12849,4
3216,0
501,4
27259,0
12447,0
4179,0
9209,0
2117,0
23896,0
22039,0
7168,0
25475,0
1605,0
11398,0
26247,0
3873,0
321,0
2959,0
20306,0
4987,0
26533,0
6400,0
6355,0
3963,0
20278,0
16931,4
24049,0
6115,2
6319,0
4831,0
7237,0
4570,0
3531,0
8331,0
12323,4
4442,0
12663,0
18974,0
23944,0
23659,0
16983,4
9144,0
6084,2
426,4
16019,0
4719,0
267,0
22996,0
23973,0
21510,0
17361,4
6934,0
23381,0
11493,0
8083,0
27643,0
21498,0
19299,0
17877,0
25238,4
1329,0
1908,0
5474,0
21793,4
10936,0
23563,0
14843,0
9394,4
15027,4
8509,0
26695,0
1575,0
19723,0
22341,0
21314,1
4775,0
18553,0
5196,0
28569,0
13522,4
12468,0
14914,0
23557,0
28279,0
11741,0
25265,4
10199,0
26253,0
1608,0
14428,4
712,0
17724,0
2147,0
24568,0
20647,0
21673,4
15502,0
5548,0
15427,0
4236,0
12810,4
24541,0
12765,4
28214,0
5082,0
13994,0
7631,0
12058,0
17759,0
22879,0
24511,0
3622,0
17920,0
13620,4
10308,0
23566,0
3826,0
1322,0
6943,0
3106,0
5197,0
6353,0
10141,0
6563,4
9355,0
10383,0
3746,0
23635,0
5355,0
7599,0
25777,0
4321,0
25293,4
23638,0
1976,0
14459,4
25341,4
18076,0
13921,0
23985,0
15969,0
7258,0
25679,0
11190,0
18082,0
7724,0
19041,0
22196,0
3579,0
5298,0
10707,0
24028,0
12228,4
22819,0
24602,0
22958,0
20245,0
26296,0
20202,0
21544,4
14534,4
22383,0
5968,2
19063,0
6764,0
10890,0
9612,0
4799,0
9950,0
24139,0
6667,4
27603,0
21676,4
9652,0
15920,0
25106,0
7546,0
9662,0
15371,0
12132,0
11011,0
13093,4
16268,4
27275,0
25926,0
408,4
2978,0
491,4
16472,4
18462,0
19502,0
12665,0
20415,4
9731,0
21611,4
9992,0
12208,4
16143,4
3290,0
6928,0
11845,0
10584,0
3618,0
21619,4
12490,0
5201,0
21878,2
18505,4
5139,0
16145,4
18527,0
12789,4
11110,0
4738,0
18431,4
6575,4
5221,0
16229,4
7683,0
6346,0
13199,4
26255,0
16896,4
2500,0
8993,0
8785,0
8154,0
5198,0
15123,4
22902,0
4904,0
10671,0
19496,0
4618,0
13828,4
21654,4
23292,0
21601,4
8073,0
7107,0
17204,4
26545,0
7623,0
24037,0
13797,4
984,0
3997,0
9644,0
23171,0
26823,0
26058,0
15985,0
27161,0
14399,4
9545,4
15296,0
26096,0
4922,0
1670,0
23224,0
10198,0
24978,0
222,0
26365,0
9794,0
18292,0
18699,0
22777,0
6891,0
19379,0
15550,0
26168,0
8788,0
22500,0
14231,4
25402,4
5896,0
25919,0
25071,0
24223,0
21294,0
27367,0
24485,0
3591,0
13713,4
26396,0
4945,0
1335,0
9723,0
5790,0
7940,0
24847,0
28032,0
7964,0
18593,0
4781,0
5113,0
15990,0
3544,0
12365,4
9258,0
24831,0
16579,0
1248,4
27034,0
8901,0
21854,4
5463,0
5377,0
4138,0
17374,4
6376,0
24931,0
1139,4
24649,0
8696,0
22461,0
19600,0
8622,0
2231,0
11415,0
19269,0
20856,0
22761,0
18478,4
25417,4
3449,0
10823,0
2331,0
14301,4
13550,4
21242,4
3812,0
16494,4
6966,0
21003,0
13619,4
17814,0
3294,0
15366,0
11069,0
24576,0
5359,0
21966,1
4366,0
15725,1
24621,0
8705,0
28259,0
23,0
22457,0
5816,0
2184,0
409,4
4856,0
28101,4
14379,4
14902,0
24730,0
14778,0
22647,0
28492,0
6041,2
23213,0
10752,0
15766,0
1667,0
16555,4
7867,0
20313,0
14525,4
17626,0
20182,0
16238,4
19584,0
12545,4
17870,0
2267,0
15965,0
22851,0
10616,0
18472,4
2181,0
17746,0
12036,0
19794,0
17644,0
19845,0
22772,0
17332,4
4224,0
26146,0
4822,0
6062,2
13319,0
14161,4
24123,0
18079,0
21030,4
1899,0
4291,0
4239,0
12064,0
13183,4
7510,0
4662,0
21489,0
26342,0
14604,4
9284,0
16964,4
23540,0
25482,0
26224,0
6936,0
22237,0
5763,0
1566,0
27662,0
9709,0
12407,4
2923,0
19215,0
15441,0
22984,0
20108,1
3371,0
13066,4
8216,0
23015,0
5630,0
16014,0
25187,4
9820,0
7484,0
2252,0
4970,0
18968,0
18818,0
8091,0
15016,0
18015,0
23743,0
10017,0
27230,0
10126,0
1891,0
10727,0
8663,0
18107,0
16898,4
4288,0
4914,0
11227,0
5180,0
2552,0
19451,0
8452,0
9352,0
13723,4
3796,0
2301,0
22581,0
26292,0
13238,4
7210,0
10874,0
12561,0
19678,0
8249,0
9326,0
3081,0
24119,0
16198,4
9886,0
12395,4
12041,0
25065,0
19087,0
21742,4
16682,4
4757,0
13928,0
19071,0
23619,0
9904,0
20838,0
12082,0
11719,0
8472,0
11150,0
15083,4
27927,0
3197,0
10869,0
19483,0
7009,0
13795,4
6527,4
13874,4
20055,0
13843,4
19647,0
9556,4
14290,4
15407,0
22681,0
12417,4
4020,0
14142,0
21187,0
6096,2
13129,4
19471,0
15199,0
3540,0
3577,0
3711,0
16927,4
921,0
1361,0
3201,0
22414,0
22858,0
16712,4
20469,4
7745,0
22662,0
19555,0
2967,0
17377,4
23876,0
27262,0
476,4
6330,0
5045,0
26678,0
3628,0
697,0
23971,0
23698,0
3959,0
27554,0
663,0
17458,4
19641,0
22997,0
13611,4
20555,4
27029,0
12824,4
6620,4
7314,0
6413,0
2569,0
17062,4
15519,0
13430,0
24564,0
4296,0
2248,0
959,0
8439,0
7519,0
16996,4
4103,0
22103,0
11453,0
28189,0
6195,4
13811,4
22742,0
18637,0
13209,4
6982,0
28474,0
24609,0
26759,0
15223,0
20872,0
11607,0
21993,0
18626,0
7505,0
5396,0
10556,0
23206,0
20236,0
8689,0
27987,0
11149,0
13809,4
16900,4
4549,0
25485,0
28310,0
10240,0
16435,4
16271,4
20600,0
15593,0
14439,4
28124,0
7895,0
14746,0
8277,0
15838,0
13805,4
20836,0
2836,0
7242,0
159,0
27642,0
17059,4
19779,0
5204,0
6808,0
8123,0
10832,0
4657,0
11558,0
12153,0
3311,0
1454,0
25208,0
12277,4
13653,4
8789,0
8670,0
5592,0
17523,4
978,0
23030,0
15841,1
20046,1
16247,4
17535,0
13480,4
5293,0
18718,0
12853,4
3888,0
18751,0
8109,0
20130,1
27929,0
9931,0
10475,0
9259,0
19169,0
6274,0
28386,0
4387,0
20557,4
21140,0
17575,0
20191,0
21433,0
20845,0
18371,0
17175,4
24213,0
22193,0
3319,0
3416,0
1008,0
15323,0
10551,0
12094,0
22084,0
27834,0
14302,4
1174,4
8271,0
8847,0
18694,0
22551,0
20054,0
23783,0
19597,0
2228,0
27384,0
23463,0
11997,0
18743,0
27946,0
20701,0
15062,4
21571,4
9029,0
12367,4
26800,0
23470,0
25779,0
24210,0
35,0
2803,0
2168,0
1013,0
15266,0
15717,1
27843,0
1283,4
4920,0
8965,0
17571,0
7700,0
22331,0
15834,0
17436,4
20045,1
13585,4
11201,0
20302,0
25601,0
7802,0
25079,0
26745,0
8323,0
7341,0
9574,4
25138,0
8413,0
6924,0
9521,4
17222,4
18351,0
24554,0
22326,0
21153,0
19480,0
2451,0
17872,0
18273,0
11715,0
715,0
5854,0
14575,4
25393,4
21266,4
22721,0
25323,4
6504,4
2540,0
8351,0
16598,0
13678,4
489,4
22031,0
25945,0
14138,0
24802,0
10479,0
16041,0
21181,0
14410,4
8858,0
16223,4
10014,0
24166,0
17861,0
932,0
23456,0
5560,0
1894,0
24134,0
11043,0
12350,4
18737,0
11216,0
3474,0
12640,0
20189,0
24228,0
7473,0
23273,0
3412,0
23864,0
2741,0
24397,0
24819,0
20974,0
7713,0
24972,0
20793,0
6190,4
7922,0
24244,0
27445,0
6967,0
7979,0
26199,0
3452,0
8152,0
7852,0
5941,4
18610,0
6715,4
13284,0
9028,0
7426,0
22221,0
536,4
3673,0
827,0
17625,0
13668,4
27869,0
15952,0
2588,0
25486,0
20897,0
27632,0
19320,0
18543,0
25997,0
22612,0
5882,0
14073,0
1315,4
23573,0
26166,0
9490,4
21778,4
15009,4
7110,0
2401,0
28329,0
11253,0
431,4
26320,0
21687,4
17173,4
12712,0
7585,0
25580,0
24445,0
2611,0
28076,4
1294,4
19558,0
20784,0
13383,0
7968,0
25151,0
20691,0
28573,1
19809,0
17342,1
28486,0
2850,0
11585,0
8257,0
5671,0
11171,0
7693,0
5620,0
21502,0
17765,0
14431,4
25185,4
5654,0
25921,0
7278,0
28415,0
4498,0
19577,0
4917,0
