,weather_1h
25274,4
6558,4
9542,4
6274,0
7758,0
6316,0
18359,0
20373,0
10173,0
14459,4
17069,4
14146,0
6341,0
5050,0
17172,4
25759,0
24869,0
24191,0
16993,4
20019,0
13413,0
13437,0
6145,4
3936,0
16332,4
11785,0
4370,0
10987,0
16982,4
23385,0
18639,0
1904,0
7100,0
5622,0
15655,1
27024,0
16790,4
27216,0
12100,0
24751,0
23591,0
28068,4
9944,0
3289,0
7508,0
15686,1
21427,0
24534,0
25467,0
16222,4
12983,4
18568,0
3505,0
11843,0
1253,4
8318,0
21974,1
24028,0
19882,0
10589,0
2390,0
18251,0
9517,4
1770,2
22537,0
12274,4
2039,0
14296,4
24834,0
16462,4
23607,0
25278,4
8024,0
20203,0
2197,0
12478,0
17995,0
13762,4
5498,0
10103,0
26258,0
27552,0
13083,4
25577,0
3258,0
6419,4
9766,0
17042,4
16765,4
22261,0
28225,0
15644,1
7602,0
7680,0
10141,0
14558,4
3762,0
16971,4
23671,0
17805,1
22037,0
16328,4
9559,4
24726,0
17209,4
23537,0
28412,0
1557,0
14249,4
24239,0
11555,0
15385,0
5064,0
19596,0
2648,0
1930,0
12057,0
17417,4
3123,0
20009,0
1437,0
24059,0
8535,0
8775,0
5673,0
4230,0
1797,4
5704,0
26482,0
16244,4
12437,0
12960,4
17509,4
26011,0
25488,0
10718,0
1537,0
11678,0
4955,0
28094,4
18968,0
24074,0
3630,0
3966,0
3290,0
28143,0
9838,0
16910,4
8571,0
22408,0
7180,0
7279,0
5927,0
4331,0
2837,0
9659,0
15138,4
5153,0
1348,0
4148,0
15494,0
13459,4
27459,0
23635,0
21229,4
28033,0
525,4
16634,1
19928,0
8453,0
22633,0
11798,0
8331,0
17111,4
15651,1
20897,0
3384,0
23320,0
10061,0
13902,0
21362,0
24285,0
13953,0
1941,0
9819,0
3405,1
17622,0
15295,0
18083,0
14486,4
2569,0
17730,0
10824,0
11768,0
22150,0
5492,0
27481,0
26950,0
977,0
5137,0
1129,4
4832,0
9432,4
14565,4
19349,0
24583,0
21597,4
17718,0
3014,0
6147,4
25329,4
6919,0
14994,0
4791,0
1215,4
19917,0
6349,0
2941,0
5415,0
13797,4
9209,0
5582,0
13715,4
8697,0
23642,0
8511,0
22255,0
2601,0
14900,0
4171,0
5347,0
26441,0
7600,0
797,0
8487,0
10745,0
491,4
23982,0
3955,0
23776,0
5156,0
17474,4
6320,0
18674,0
14880,0
20382,0
12296,4
23590,0
24779,0
15664,1
4386,0
88,0
11596,0
2880,0
26341,0
22916,0
8501,0
4537,0
12909,4
14522,4
21328,4
12928,4
18146,0
26092,0
18564,0
27630,0
26665,0
26124,0
11023,0
18661,0
5243,0
813,0
22946,0
27251,0
24759,0
25570,0
23845,0
10556,0
9161,0
25296,4
14468,4
25138,0
17353,4
26110,0
4113,0
19265,0
23383,0
1944,0
18418,4
28513,0
8901,0
24741,0
5689,0
20604,0
15439,0
27020,0
5618,0
19002,0
6789,0
3894,0
16387,4
12718,4
7107,0
19586,0
14121,0
13239,4
2694,0
1240,4
11634,0
6447,4
16182,4
5881,0
7648,0
28027,0
16710,4
3251,0
7332,0
252,0
5791,0
2755,0
26070,0
10290,0
24798,0
27148,0
643,0
11313,0
15525,0
2165,0
16609,0
22301,0
17017,4
5812,0
11694,0
11393,0
8340,0
17457,4
19672,0
6461,4
19692,0
5741,0
17839,1
8183,0
6741,4
5381,0
14361,4
4260,0
16419,4
6797,2
24845,0
9475,4
13333,0
19634,0
3690,0
4969,0
16024,0
19884,0
2015,0
22831,0
10726,0
24997,0
9867,0
8531,0
5557,0
27039,0
21026,4
23465,0
21747,4
27332,0
23704,0
25616,0
27555,0
17712,0
17786,0
19318,0
4203,0
2949,0
27634,0
19284,0
14750,0
6421,4
7188,0
19061,0
21380,0
5656,0
13946,0
3684,0
6938,0
3855,0
7728,0
14774,0
15523,0
4725,0
15620,0
7237,0
6717,4
18566,0
15912,0
26265,0
18009,0
5920,0
14335,4
19264,0
23215,0
3207,0
21042,4
4106,0
11102,0
11356,0
880,0
16862,4
17586,0
18524,0
24650,0
28415,0
26383,0
3188,0
910,0
26479,0
3326,0
16072,0
3764,0
13195,4
2217,0
7314,0
2116,0
19282,0
22825,0
9177,0
19182,0
3743,0
12965,4
26770,0
2082,0
3834,0
21250,4
14053,0
10963,0
18171,0
22634,0
17646,0
19862,0
15247,0
23197,0
3785,0
4689,0
21261,4
2420,0
24948,0
9813,0
20792,0
6882,0
12238,4
12707,4
19868,0
13349,0
26611,0
18737,0
2439,0
765,0
22463,0
1382,0
4543,0
5208,0
15122,4
9616,0
6740,4
28527,0
1696,0
7453,0
12321,4
424,4
6442,4
1996,0
16115,4
13657,4
14439,4
11277,0
17138,4
2436,0
13482,4
4900,0
17552,0
19643,0
22362,0
842,0
9909,0
19713,0
5652,0
16793,4
11580,0
9298,0
18870,0
9059,0
718,0
23198,0
8139,0
25147,0
10160,0
481,4
18989,0
24823,0
4187,0
18128,0
4007,0
24398,0
14475,4
19518,0
19441,0
483,4
12669,0
11058,0
3216,0
26725,0
12489,0
22119,0
15798,0
25420,4
20547,4
3465,0
5302,0
18007,0
21868,4
12161,0
5714,0
451,4
5191,0
24316,0
24082,0
596,4
80,0
13784,4
7183,0
20872,0
26256,0
17307,4
26428,0
28121,0
8043,0
24599,0
10698,0
20981,0
25681,0
23636,0
27941,0
14935,0
27023,0
19514,0
15757,0
23612,0
7885,0
4957,0
28043,4
235,0
59,0
11285,0
2398,0
16330,4
16385,4
18894,0
19592,0
25815,0
13275,0
23250,0
23470,0
20721,0
7419,0
24945,0
2729,0
3242,0
23969,0
12097,0
24358,0
19312,0
15572,0
13479,0
12081,0
28373,0
23434,0
20135,0
16929,4
24668,0
16263,4
5452,0
4439,0
7700,0
310,0
8787,0
11986,0
14234,4
19587,0
3978,0
16603,0
11439,0
1548,0
7684,0
18106,0
14566,4
19021,0
15040,4
12618,0
18936,0
20781,0
3374,0
22718,0
23469,0
22682,0
27078,0
10653,0
9924,0
17336,4
28101,4
8967,0
22194,0
4558,0
5573,0
17602,0
3964,0
5777,0
19168,0
9204,0
27074,0
24000,0
12556,4
25520,0
11040,0
26908,0
9435,4
5838,0
26662,0
8706,0
5094,0
21115,0
4634,0
9991,0
19283,0
20592,4
18478,4
25530,0
22978,0
19115,0
24915,0
19930,0
13189,4
4813,0
6651,4
2776,0
22384,0
3654,0
2796,0
6921,0
7002,0
18371,0
21850,4
19888,0
14010,0
18342,0
26643,0
7291,0
20434,0
9040,0
22738,0
13728,4
5022,0
3298,0
24878,0
14599,4
6702,4
16294,4
22740,0
21563,4
22575,0
21759,4
16464,4
18050,0
8788,0
21258,4
23040,0
20565,4
1796,4
11259,0
848,0
5442,0
5719,0
25360,4
27861,0
20096,0
21936,4
21336,4
5723,0
20602,0
27911,0
5895,0
25962,0
18147,0
56,0
17282,4
15041,4
24954,0
6611,4
4596,0
17046,4
17821,0
4440,0
13820,4
16016,0
22597,0
21052,0
23840,0
9092,0
20278,0
649,0
13997,0
24942,0
26203,0
5502,0
19898,0
21401,0
1361,0
13466,0
3662,0
25680,0
4064,0
1546,0
20700,0
6167,2
13126,4
24844,0
28369,0
1470,0
18079,0
2646,0
28276,0
3530,0
23057,0
550,4
26532,0
14124,0
17131,4
21574,4
24837,0
10862,0
2244,0
25298,4
19832,0
7345,0
28113,4
1902,0
26771,0
12683,0
25782,0
20910,0
10464,0
11209,0
8931,0
26445,0
25546,0
4035,0
17867,0
3745,0
22815,0
14614,4
17666,0
884,0
17676,0
26858,0
1766,2
23286,0
16008,0
13535,4
11308,0
14797,0
16454,4
10709,0
21576,4
7523,0
9627,0
15489,0
8491,0
303,0
12957,4
1302,4
21470,0
8042,0
1617,0
19746,0
7867,0
25027,0
17766,0
26880,0
21994,0
26450,0
11589,0
1569,0
19827,0
12554,4
23074,0
7641,0
7128,0
19653,0
2583,0
7296,0
14927,0
9606,0
4872,0
7735,0
14789,0
23407,0
24144,0
28394,0
2491,0
3533,0
6338,0
9358,4
73,0
13938,0
16170,4
21395,0
27729,0
11372,0
16210,4
12400,4
17468,4
6071,2
9783,0
16828,4
7825,0
20857,0
10912,0
22112,0
11822,0
699,0
13628,4
17224,4
5294,0
11691,0
19743,0
21577,4
25052,0
27903,0
5989,2
19465,0
18134,0
6244,0
21770,4
142,0
28287,0
5548,0
6855,0
19861,0
8070,0
18125,0
21954,1
17886,0
25404,4
8907,0
27488,0
23277,0
16709,4
10553,0
27718,0
71,0
4810,0
12063,0
8656,0
21014,0
2048,0
12233,4
973,0
6384,0
24876,0
12158,0
15863,0
20436,0
6086,2
13438,0
1583,0
4932,0
21124,0
21553,0
9977,0
15203,0
2102,0
27497,0
24598,0
741,0
13620,4
1883,0
21147,0
26376,0
1558,0
290,0
10195,0
20704,0
22775,0
12209,4
15991,0
2334,0
238,0
7880,0
16235,4
25555,0
9919,0
16662,0
12549,0
18352,0
10541,0
4928,0
8990,0
27016,0
21041,4
9597,0
19133,0
23691,0
7492,0
23235,0
23726,0
3736,0
13117,4
11788,0
22708,0
8180,0
12859,4
858,0
4214,0
16629,0
4956,0
7857,0
10700,0
11967,0
13075,4
27999,0
13271,0
10151,0
11000,0
18143,0
227,0
4124,0
16108,4
91,0
7077,0
24723,0
14054,0
6446,4
801,0
14665,4
5783,0
528,4
4595,0
8549,0
3608,0
17836,1
1283,4
16260,4
27103,0
1622,0
28291,0
6959,0
15966,0
26551,0
28229,0
9965,0
10397,0
14019,0
19938,0
18766,0
6511,4
13412,0
9153,0
27272,0
21948,4
15811,0
14887,0
19231,0
3105,0
6394,0
6110,2
5659,0
27593,0
21663,4
26297,0
12739,4
23160,0
3906,0
19223,0
14284,4
1641,0
13157,4
8540,0
23278,0
5133,0
12148,0
20618,0
10716,0
5472,0
13565,4
8327,0
28223,0
8249,0
6444,4
26062,0
3597,0
7863,0
10156,0
25587,0
10681,0
21476,0
26660,0
17700,0
9095,0
25297,4
23666,0
26521,0
7604,0
22322,0
23192,0
13667,4
6405,0
1381,0
26301,0
6140,4
25490,0
13635,4
9768,0
3130,0
22180,0
15080,4
26504,0
6996,0
2145,0
10988,0
16386,4
9989,0
17005,4
3520,0
2389,0
19919,0
6280,0
20714,0
16226,4
22029,0
7070,0
21968,4
25524,0
15840,1
13013,4
23007,0
14630,4
5853,0
22564,0
13411,0
15146,4
16950,4
77,0
12113,0
2781,0
18812,0
22494,0
15567,0
24813,0
26388,0
14428,4
16354,4
1599,0
15130,4
17998,0
17527,4
27628,0
691,0
17553,0
27323,0
24601,0
18363,0
4220,0
15860,0
14291,4
5140,0
17708,0
26977,0
24408,0
2447,0
22473,0
24645,0
23136,0
25554,0
27241,0
26048,0
20654,0
1755,0
23787,0
12344,4
13214,4
16708,4
6602,4
18340,0
24929,0
14206,4
10386,0
23778,0
15539,0
14687,0
1588,0
27120,0
28329,0
27455,0
2823,0
7716,0
26374,0
3203,0
2342,0
18369,0
13268,0
15788,0
12984,4
4866,0
9720,0
23563,0
26763,0
25957,0
3566,0
12256,4
21187,0
10278,0
549,4
12058,0
27746,0
18060,0
13650,4
7113,0
8641,0
10719,0
6567,4
2279,0
13362,0
12553,0
10851,0
3934,0
27275,0
23435,0
22940,0
6418,0
17147,4
26600,0
18650,0
18395,0
20635,0
25979,0
4887,0
14793,0
7260,0
6333,0
24734,0
13521,4
15574,0
3763,0
17896,0
8266,0
17099,4
10024,0
24855,0
20680,0
15805,0
8616,0
6227,0
1676,0
7208,0
11415,0
12729,4
3686,0
15149,4
12016,0
25332,4
11180,0
3422,0
8564,0
14463,4
20074,0
22777,0
19864,0
5820,0
15982,0
11809,0
5951,0
752,0
8844,0
12793,4
23337,0
12504,0
24033,0
23997,0
14139,0
6381,0
16697,4
14916,0
9948,0
9181,0
2448,0
6296,0
21069,4
1166,4
9586,0
26840,0
14308,4
17382,4
1267,4
28499,0
21477,0
3029,0
20727,0
2201,0
7139,0
9306,0
8982,0
7170,0
28390,0
21816,4
5941,4
5810,0
21719,0
12462,0
19858,0
25589,0
25576,0
18069,0
8307,0
23144,0
15909,0
4835,0
21583,4
11812,0
5870,0
20595,0
17387,4
27523,0
27666,0
1420,0
14162,0
21376,0
23627,0
10010,0
16698,4
22988,0
11484,0
28296,0
823,0
23936,0
15126,4
21899,4
10537,0
16241,4
16081,0
388,4
4873,0
25130,0
7499,0
20254,0
6059,2
26620,0
26501,0
18915,0
8547,0
2821,0
17895,0
19617,0
11375,0
12477,0
10703,0
7541,0
13201,4
9242,0
22715,0
12313,4
13909,0
4363,0
24169,0
2521,0
27291,0
12315,4
14661,4
23411,0
5508,0
25492,0
10496,0
21050,4
4345,0
9288,0
1141,4
7598,0
11283,0
15632,1
2446,0
1489,0
10924,0
4150,0
17270,4
21402,0
15685,4
27132,0
12919,4
19205,0
12361,4
28362,0
2517,0
23832,0
13356,0
5513,0
12265,4
12703,0
7633,0
10504,0
19819,0
14841,0
7703,0
340,0
22341,0
16005,0
13025,4
28310,0
9237,0
17032,4
25715,0
6239,0
27155,0
24451,0
24816,0
15631,1
26354,0
6693,4
16113,4
6690,4
7102,0
4845,0
20695,0
4908,0
10104,0
22217,0
2763,0
10878,0
7202,0
27428,0
11387,0
27869,0
7056,0
20480,4
1873,4
21422,0
14210,4
1189,4
361,0
16738,4
5977,4
6552,4
15659,1
27173,0
18455,4
26247,0
12106,0
18409,4
11278,0
4432,0
7984,0
8077,0
2487,0
22674,0
20983,0
1338,0
9351,0
26199,0
18439,4
6796,0
22626,0
21658,4
22872,0
19390,0
15996,0
22101,0
26801,0
2882,0
9411,4
17023,4
15984,0
19069,0
10225,0
6990,0
25106,0
13948,0
28398,0
14358,4
12542,4
25344,4
2563,0
2476,0
26585,0
10723,0
13081,4
25859,0
15092,4
4166,0
6269,0
5030,0
14002,0
14476,4
9551,4
13677,4
6916,0
19745,0
4680,0
13444,0
19803,0
23520,0
7576,0
12047,0
15502,0
4334,0
20329,0
9939,0
9820,0
12662,0
14996,0
3874,0
20672,0
20644,0
21591,4
8553,0
1563,0
7293,0
14791,0
15986,0
21094,0
125,0
15510,0
20063,0
1653,0
14252,4
23013,0
527,4
15261,0
1650,0
26952,0
19578,0
13758,4
24546,0
18020,0
8507,0
12410,4
14075,0
13132,4
10380,0
15803,1
24923,0
8213,0
3263,0
5076,0
23090,0
26762,0
16205,4
9188,0
8011,0
15701,4
22191,0
5586,0
9363,4
14560,4
2901,0
19158,0
20575,4
2470,0
21063,0
12336,4
27479,0
22781,0
11687,0
28096,4
16652,0
13788,4
5961,2
27804,0
5991,2
16472,4
7181,0
986,0
23137,0
1390,0
26841,0
9324,0
14758,0
22661,0
15747,0
10347,0
15208,0
28120,0
24746,0
27225,0
19009,0
26010,0
21953,1
23921,0
3499,0
23527,0
5947,2
11609,0
13456,4
19512,0
26091,0
19473,0
13267,0
26888,0
22555,0
20490,4
3805,0
25183,4
21249,4
9258,0
21765,4
4142,0
12723,4
20249,0
8903,0
17359,4
10275,0
25277,4
11684,0
21578,4
6468,4
12446,0
19707,0
14971,0
7542,0
7749,0
17486,4
15294,0
7131,0
19294,0
5871,0
23467,0
12590,0
28152,0
22311,0
26448,0
10702,0
6533,4
26737,0
2064,0
18541,0
19193,0
14755,0
28070,4
15182,4
11700,0
18765,0
18393,0
21444,0
9186,0
23870,0
3132,0
17141,4
25135,0
7286,0
7676,0
27213,0
17970,0
8071,0
13139,4
9185,0
5993,2
14224,4
25641,0
2800,0
20207,0
4952,0
21965,1
24203,0
8960,0
11886,0
21985,0
14504,4
5007,0
11832,0
23448,0
20117,0
21632,4
2061,0
2989,0
15799,0
3255,0
27207,0
21621,4
4692,0
14040,0
13695,4
18151,0
23026,0
10400,0
26968,0
24037,0
17516,4
4826,0
12761,4
24776,0
6960,0
22357,0
13178,4
686,0
21326,0
5346,0
27495,0
991,0
20241,0
3393,0
6322,0
5192,0
3911,0
19944,0
26628,0
25226,4
3082,0
14383,4
14737,0
11258,0
16339,4
955,0
4522,0
11824,0
19807,0
11697,0
13286,0
19353,0
14349,4
14492,4
16503,4
8759,0
20448,4
5833,0
22458,0
26640,0
2245,0
10833,0
11173,0
12465,0
22939,0
4804,0
11022,0
7448,0
3140,0
9446,4
26825,0
2523,0
20457,4
18834,0
5355,0
10295,0
22745,0
14392,4
12854,4
20513,4
16031,0
16557,4
9426,4
11212,0
7190,0
16608,0
2669,0
4193,0
10363,0
2892,0
23549,0
14073,0
2404,0
28004,0
3656,0
1523,0
12157,0
8386,0
27364,0
26315,0
7660,0
11504,0
3310,0
14155,0
15492,0
27734,0
26028,0
28449,0
16426,4
14770,0
15060,4
22764,0
2614,0
1126,4
25362,4
3755,0
5587,0
8752,0
19014,0
26963,0
13963,0
10775,0
22852,0
23819,0
23256,0
22452,0
7115,0
26056,0
24808,0
24618,0
7819,0
13531,4
12861,4
15348,0
6799,0
2196,0
430,4
5846,0
4686,0
23894,0
25673,0
24166,0
20400,0
18464,0
13029,4
8935,0
21625,4
7267,0
2978,0
3006,0
6306,0
21348,1
13995,0
8630,0
2313,0
17479,4
58,0
17181,4
15872,0
10975,0
4369,0
22218,0
4591,0
12046,0
26894,0
12655,0
9600,0
14812,0
3095,0
8193,0
23702,0
12166,4
24017,0
4346,0
27196,0
13787,4
28518,0
10786,0
12881,4
23168,0
22989,0
83,0
621,4
3382,0
23010,0
2233,0
9418,4
9218,0
5269,0
23984,0
26183,0
2884,0
6603,4
27561,0
1982,0
21089,0
19990,0
20155,0
21233,4
6866,0
7666,0
17402,4
25411,4
27436,0
21157,0
13600,4
14985,0
26667,0
8994,0
11637,0
22433,0
7913,0
10366,0
20385,0
10905,0
11862,0
18141,0
25727,0
17789,0
8486,0
25418,4
20556,4
24418,0
22751,0
21134,0
11880,0
4229,0
13303,0
3426,0
20863,0
14512,4
20183,0
21524,0
17208,4
20415,4
27908,0
8085,0
1512,0
17807,0
25722,0
3252,0
11409,0
28045,0
20742,0
2382,0
19420,0
11250,0
17335,1
2087,0
7493,0
11919,0
11247,0
28052,4
12570,0
21584,4
23851,0
4245,0
24071,0
7840,0
18505,4
14107,0
4304,0
16353,4
15050,4
18930,0
9661,0
4164,0
9281,0
8779,0
15531,0
20227,0
8369,0
1801,0
18792,0
12218,4
11621,0
1631,0
26797,0
24520,0
8093,0
25667,0
20770,0
27176,0
25505,0
11729,0
26556,0
19219,0
8160,0
24118,0
19491,0
5771,0
19229,0
9539,4
26305,0
6325,0
3064,0
1188,4
8207,0
9787,0
14931,0
9762,0
7570,0
12727,4
3350,0
6237,0
2492,0
8860,0
17648,0
23148,0
9576,0
21575,4
26513,0
25271,4
24053,0
27887,0
16648,0
3661,0
355,4
9428,4
20025,0
17711,0
19946,0
28381,0
5318,0
13266,0
6331,0
14099,0
4867,0
13841,4
17768,0
23439,0
23357,0
27223,0
22475,0
27440,0
9546,4
1336,0
5815,0
12604,0
6857,0
17987,0
28157,0
20452,4
4771,0
21758,4
26351,0
13380,0
5054,0
26926,0
17059,4
12840,4
11099,0
7533,0
13004,4
9605,0
25203,4
21898,4
15086,4
779,0
10384,0
28349,0
8186,0
9791,0
27975,0
13718,4
5463,0
24990,0
11456,0
5331,0
9845,0
25972,0
6298,0
8312,0
15528,0
25337,4
593,4
17142,4
13138,4
24306,0
14189,4
12970,4
18202,1
12755,4
9910,0
21826,4
10022,0
13666,4
28183,0
12375,4
27749,0
3812,0
13982,0
7569,0
1771,2
14117,0
5562,0
25174,0
26231,0
24992,0
20388,0
2666,0
26278,0
18815,0
4601,0
20978,0
19702,0
18490,4
168,0
17892,0
15225,0
26694,0
27087,0
18104,0
599,4
24085,0
7764,0
695,0
7548,0
26830,0
4051,0
7321,0
10607,0
10007,0
20859,0
14933,0
13571,4
9760,0
9285,0
15905,0
23308,0
618,4
23928,0
18796,0
27681,0
26990,0
22379,0
22962,0
11216,0
3356,0
15577,0
16915,4
27086,0
20262,0
17310,4
4328,0
18257,0
15735,0
22189,0
17296,4
27575,0
25361,4
384,4
6342,0
9522,4
3718,0
13184,4
14895,0
2496,0
27434,0
14563,4
23167,0
1901,0
3470,0
23769,0
25349,4
24233,0
3586,0
3051,0
6393,0
18712,0
3407,1
9450,4
11133,0
27342,0
1681,0
28325,0
14972,0
25070,0
7884,0
21852,4
8233,0
20426,0
22691,0
2101,0
2238,0
22700,0
19970,1
24938,0
19430,1
24164,0
1668,0
1527,0
22620,0
19748,0
6460,4
3610,0
18602,0
7753,0
23792,0
5358,0
19170,0
23681,0
13638,4
27852,0
4918,0
11878,0
21013,0
16415,4
23362,0
6632,4
9470,4
19194,0
27289,0
13366,0
14516,4
10038,0
4104,0
22396,0
27447,0
17278,4
24436,0
15107,4
17882,0
945,0
25064,0
4828,0
22383,0
24346,0
13525,4
21493,0
25109,0
13661,4
11298,0
19160,0
22040,0
21167,0
5213,0
7543,0
28322,0
23657,0
11179,0
10133,0
23750,0
3626,0
15028,4
22148,0
16185,4
10314,0
19081,0
22865,0
6284,0
1455,0
