,weather_2h
3754,0
25625,0
3535,0
21108,4
14381,4
839,0
19515,0
6122,4
24695,0
8791,0
23269,0
24003,0
17174,4
5261,0
1772,4
17173,4
19642,0
3399,0
16850,4
17062,4
10204,0
11666,0
24282,0
21676,4
2432,0
11134,0
10839,0
16691,4
6659,4
24845,0
3991,0
724,0
11797,0
13776,4
20023,1
22752,0
5227,0
843,0
20417,4
16414,4
9416,4
2681,0
26106,0
8726,0
2860,0
9949,0
13135,4
27910,4
7961,0
1380,0
11887,0
16472,0
28294,0
22160,0
3976,0
12194,4
16383,4
6790,0
225,0
21261,0
5607,0
16270,4
15609,0
7949,0
20068,0
23086,0
6345,0
8279,0
2580,0
21139,4
9137,0
4854,0
25229,4
11988,0
20179,0
14757,0
15548,1
289,0
1866,0
27230,0
28100,0
10682,0
19362,0
12810,4
3408,0
7501,0
23,0
6743,0
219,0
25461,0
9194,0
4940,0
20845,0
4970,0
24383,0
20456,4
25066,4
24789,0
25821,0
10977,0
18118,0
27609,0
3266,0
22734,0
24874,0
24086,0
20087,0
1604,0
5466,0
12600,0
9151,0
19895,0
16705,4
10541,0
2061,0
19650,0
20876,0
13331,0
16596,4
15566,1
25600,0
18837,0
22705,0
22302,0
11929,0
11829,0
18720,0
10589,0
26166,0
16333,4
24792,0
4491,0
21986,0
9609,0
18174,0
10113,0
11171,0
10981,0
11164,0
24980,0
17181,4
15636,0
27103,0
14648,0
21860,0
27900,4
1352,0
4176,0
9822,0
19176,0
20518,0
13255,0
12935,4
14591,0
27323,0
22861,0
13904,0
10477,0
828,0
23091,0
8686,0
5615,0
9047,0
11848,0
23360,0
17500,0
11698,0
5582,0
23420,0
27914,4
6034,2
2283,0
7738,0
27,0
8701,0
19988,0
7046,0
22852,0
24443,0
304,0
1339,0
8798,0
2692,0
23136,0
27185,0
8792,0
27826,0
5425,0
9059,0
27705,0
9913,0
9995,0
12175,4
1065,4
12023,0
17454,0
27163,0
20849,0
22015,0
18336,4
24127,0
8775,0
22897,0
15549,1
27018,0
25497,0
15184,0
7794,0
2208,0
22941,0
5049,0
10504,0
12394,0
1316,0
10953,0
19303,0
4914,0
7998,0
4380,0
24470,0
11946,0
15621,0
20726,0
9040,0
20595,0
5985,4
26923,0
13070,4
20111,0
18798,0
18948,0
12966,4
2010,0
11306,0
26860,0
19130,0
16935,4
3463,0
16378,4
18934,0
15238,0
24945,0
19597,0
25469,0
21340,0
5268,0
7518,0
21529,4
17515,0
22849,0
9888,0
17773,0
24471,0
21394,0
17114,4
27937,4
23450,0
1572,0
24285,0
25134,4
5910,2
24852,0
297,0
17436,0
4002,0
12279,4
25892,0
16363,4
1742,2
25406,0
28074,0
25177,4
13831,0
91,0
17959,0
8499,0
7209,0
18698,0
18179,0
24020,0
7900,0
12668,4
28010,0
7489,0
0,0
17349,4
8814,0
19301,0
7678,0
25865,0
10140,0
7108,0
7030,0
18471,0
16304,4
27760,0
4243,0
10732,0
137,0
5388,0
3038,0
23706,0
14644,0
1349,0
1907,0
14674,0
27055,0
16628,4
9406,4
24165,0
15383,0
2952,0
21863,0
17242,4
8861,0
14291,4
18034,0
21197,1
23230,0
17557,0
14406,4
21448,4
11335,0
18563,0
25267,4
7347,0
7348,0
5323,0
3920,0
26821,0
24109,0
1519,0
19002,0
8766,0
10155,0
9842,0
17243,4
27277,0
13949,0
14299,4
23505,0
15481,0
17300,4
26947,0
20436,4
3380,0
15013,4
18025,0
14055,0
18155,0
20927,4
320,4
26074,0
1362,0
23698,0
15662,0
26361,0
10139,0
25726,0
24527,0
14417,4
21027,0
25286,0
27002,0
21772,4
14135,4
22763,0
2914,0
6496,4
17908,0
14273,4
7441,0
21709,1
12757,4
27497,0
3010,0
22154,0
27386,0
21738,4
4776,0
23687,0
8761,0
16002,4
16247,4
25077,4
5110,0
5735,0
12661,4
26469,0
28131,0
144,0
27376,0
19952,0
9977,0
18391,0
5538,0
7697,0
8651,0
7774,0
9654,0
19753,0
21508,4
16835,4
27406,0
9183,0
1928,0
25684,0
17562,0
4399,0
15620,0
26505,0
7520,0
4013,0
24154,0
5923,2
27607,0
14754,0
24029,0
15683,0
178,0
1011,0
13616,4
16974,4
13142,4
20631,0
7496,0
2862,0
11232,0
26144,0
17186,4
18543,0
21818,1
22967,0
876,0
15941,0
20039,0
18305,4
2564,0
22392,0
5656,0
28079,0
24078,0
9991,0
13505,4
7663,0
16056,4
3788,0
3704,0
16128,4
2157,0
10758,0
8672,0
12143,4
15660,0
26262,0
4834,0
12289,4
20181,0
3691,0
27935,4
22228,0
17720,0
5455,0
7607,0
1297,0
9274,0
26790,0
23235,0
3011,0
15544,1
19361,0
24091,0
182,0
15757,0
10857,0
3952,0
10540,0
9322,4
21805,4
6633,4
17141,4
11980,0
10877,0
4323,0
22331,0
8525,0
13911,0
25212,4
12989,4
2353,0
15933,0
17107,4
15404,0
23227,0
830,0
1285,0
7146,0
3041,0
15362,0
14936,4
228,0
3178,0
24565,0
15235,0
18692,0
10800,0
3664,0
23959,0
11880,0
26394,0
15101,4
26238,0
24823,0
4513,0
15772,0
16841,4
14075,0
26173,0
13906,0
11603,0
5605,0
16117,4
7544,0
22995,0
24087,0
25376,0
21475,4
229,0
9445,4
25695,0
19641,0
27699,0
6334,0
8663,0
5920,2
6212,0
25808,0
20594,0
21617,4
17504,0
1988,0
17967,0
24498,0
16040,4
12311,4
10429,0
4183,0
23931,0
1413,0
20285,4
909,0
24200,0
1395,0
18415,0
26261,0
10333,0
2680,0
28167,0
24040,0
15094,4
16454,0
26596,0
6273,0
24997,0
17330,4
11024,0
21047,0
21920,0
13736,4
3310,0
9076,0
25231,4
1277,4
27031,0
17051,4
12119,4
27382,0
6997,0
22984,0
12921,4
5057,0
4815,0
13900,0
8012,0
10920,0
7816,0
22053,0
11992,0
3903,0
27942,4
10498,0
2319,0
21003,0
4027,0
13053,4
14989,4
7586,0
19631,0
4197,0
1838,4
16022,4
23916,0
23953,0
12071,0
5816,0
5055,0
28230,0
21701,1
21788,4
9632,0
23885,0
8173,0
1900,0
18193,0
542,4
27193,0
5463,0
27482,0
12344,0
5588,0
7889,0
9521,0
12341,0
18088,0
8787,0
5223,0
3813,0
22706,0
18092,1
9953,0
26783,0
15269,0
4274,0
14496,4
16188,4
8296,0
10443,0
22360,0
23619,0
12958,4
16750,4
28357,0
5194,0
13056,4
5682,0
12051,0
19275,0
14405,4
24824,0
26430,0
11984,0
19101,0
26929,0
5235,0
20910,4
11753,0
7105,0
8207,0
6084,4
28179,0
22495,0
19312,1
26631,0
26086,0
5145,0
25279,0
24886,0
23710,0
5565,0
4539,0
5782,0
21892,0
3174,0
9697,0
9857,0
17688,0
26716,0
23089,0
2206,0
2172,0
14846,0
18488,0
44,0
1031,0
17489,0
7817,0
27128,0
6798,0
4742,0
19276,1
2752,0
362,4
22213,0
12010,0
10423,0
26807,0
171,0
13996,0
1107,4
17528,0
7637,0
4055,1
11036,0
22771,0
9253,0
12221,4
7284,0
21558,4
13176,0
2363,0
4493,0
11493,0
25054,4
9216,0
1542,0
24378,0
27922,4
25914,0
10644,0
12246,4
23908,0
27188,0
15341,0
20326,4
3966,0
23413,0
11319,0
13087,4
23354,0
4764,0
27628,0
1695,0
11566,0
27772,0
3445,0
15179,0
5056,0
15967,0
13193,0
27871,0
25535,0
18049,0
17417,4
15280,0
967,0
14714,0
4079,0
3427,0
26769,0
15553,1
21518,4
6821,0
6846,0
793,0
20260,0
16389,4
11160,0
6809,0
6286,0
17804,0
9336,4
9645,0
27010,0
22252,0
6106,2
22173,0
2175,0
20765,0
9990,0
10041,0
24564,0
522,4
18817,0
27264,0
23810,0
23325,0
23926,0
10657,0
2958,0
7493,0
8463,0
20126,0
17256,4
3271,0
23876,0
2956,0
11705,0
17068,4
10216,0
4833,0
19882,0
27962,0
20113,0
349,4
16625,4
591,4
26805,0
27950,4
26427,0
1299,0
24149,0
10937,0
19921,0
8608,0
7264,0
14484,4
28127,0
24145,0
24620,0
5620,0
15809,0
8970,0
24550,0
10219,0
8618,0
26431,0
2003,0
10764,0
10019,0
9713,0
922,0
2133,0
303,0
9578,0
7113,0
5839,0
10281,0
17401,4
24711,0
23256,0
10556,0
6638,4
3915,0
14775,0
1533,0
21848,4
13951,0
24897,0
24212,0
7231,0
7647,0
22801,0
16915,4
6069,0
2018,0
28195,0
21412,0
7116,0
28142,0
22835,0
20612,0
11822,0
13716,4
25302,0
16444,4
23429,0
23293,0
12122,4
28203,0
18347,4
5368,0
9451,4
11934,0
20661,0
19621,0
22509,0
16733,4
13252,0
1947,0
27619,0
25580,0
8304,0
22668,0
2135,0
24295,0
10153,0
8668,0
17903,0
2186,0
26364,0
25454,0
15233,0
27508,0
18355,4
7916,0
25559,0
8681,0
11502,0
9989,0
11825,0
12650,4
12774,4
2237,0
10601,0
9607,0
3656,0
1464,0
25262,4
14303,4
21789,4
11221,0
21301,0
1489,0
27803,0
7828,0
2173,0
11652,0
5226,0
27136,0
10979,0
13263,0
13469,4
24323,0
19889,0
14521,4
7590,0
3000,0
1030,0
16341,4
4697,0
24205,0
5969,2
18357,4
12176,4
1983,0
10117,0
22241,0
4653,0
21604,0
2086,0
25248,4
25236,4
7435,0
19526,0
6016,2
5731,0
7705,0
25319,0
6456,4
9067,0
25432,0
3117,0
24123,0
21875,0
20166,0
14643,0
17015,4
23865,0
9535,0
15260,0
28105,0
9693,0
26993,0
20615,0
243,0
10315,0
11655,0
16173,4
21626,4
26793,0
18102,0
7809,0
27552,0
17457,0
4892,0
24791,0
19572,0
14705,0
13567,4
673,0
1654,0
21049,0
21304,0
13969,0
17176,4
24694,0
11109,0
20653,0
7658,0
4625,0
23830,0
28039,0
16552,0
4753,0
14595,0
22460,0
8785,0
8633,0
15472,0
2311,0
27485,0
22234,0
27984,0
25498,0
2942,0
12818,4
1787,4
6741,0
23766,0
18614,0
19707,0
25507,0
6215,0
22735,0
10086,0
14039,0
21439,4
17792,0
19168,0
23672,0
2454,0
19909,0
22286,0
4634,0
21119,4
7902,0
14009,0
4282,0
8456,0
4648,0
27425,0
24250,0
17828,0
23134,0
13769,4
8139,0
923,0
18096,1
19794,0
21142,4
15248,0
20705,0
768,0
25954,0
3734,0
21598,0
18272,0
20022,0
4525,0
20099,0
8597,0
25487,0
19824,1
2711,0
17794,0
7160,0
24710,0
20190,0
2890,0
14296,4
8993,0
18923,0
1713,0
12560,0
26291,0
2725,0
3964,0
9793,0
7748,0
12407,0
12974,4
19386,0
8906,0
6175,0
11824,0
18063,0
9926,0
20453,4
21359,0
19028,0
848,0
24730,0
27321,0
9324,4
6309,0
23909,0
24220,0
7315,0
28345,0
4963,0
16806,4
9961,0
6493,4
27648,0
23101,0
17023,4
20486,0
15266,0
26409,0
22707,0
1440,0
4017,0
3912,0
11113,0
20836,0
17704,0
1306,0
8241,0
14930,4
6031,2
536,4
10066,0
28170,0
9511,0
14765,0
13614,4
2252,0
3639,0
19503,0
26870,0
24681,0
13533,4
26972,0
9072,0
9705,0
20654,0
22484,0
11678,0
11901,0
8717,0
20672,0
1157,4
21256,0
10697,0
4679,0
13852,0
5045,0
3165,0
16749,4
17367,4
25025,4
20593,0
11639,0
4087,0
6385,4
1777,0
3738,0
7962,0
24195,0
6669,4
3855,0
13160,0
23691,0
25619,0
25055,4
8556,0
8256,0
27901,4
333,4
25488,0
17529,0
26758,0
21369,0
17684,1
18104,0
279,0
13403,0
4977,0
24506,0
157,0
24293,0
27156,0
1333,0
10507,0
8242,0
4195,0
17738,0
492,4
8471,0
8316,0
3225,0
6752,0
25665,0
2730,0
24033,0
7925,0
18951,0
16075,4
21180,0
22600,0
10330,0
15407,0
18701,0
12255,4
11155,0
1303,0
23280,0
10188,0
5918,2
25884,0
11907,0
27892,4
17259,4
14617,0
5754,0
19694,0
23636,0
22237,0
5380,0
9001,0
22341,0
20750,0
27201,0
16551,0
22124,0
16701,4
10896,0
17949,0
4582,0
24,0
7661,0
21467,4
27097,0
26682,0
25365,0
8483,0
9643,0
13832,0
23787,0
1899,0
27741,0
4549,0
2934,0
14944,4
19577,0
26646,0
22597,0
2610,0
13461,4
377,4
1319,0
25011,0
4915,0
1040,0
24942,0
25301,0
9482,4
15729,0
20957,0
18159,0
6494,4
14454,4
1506,0
14981,4
21975,0
4607,0
2589,0
4207,4
18860,0
27038,0
9423,4
9498,0
6011,2
14631,0
24869,0
20191,0
3815,0
5940,2
2811,0
1693,0
7646,0
8090,0
27691,0
14061,0
1098,4
27084,0
13921,0
73,0
253,0
17050,4
1562,0
11428,0
23156,0
16373,4
11282,0
784,0
713,0
17240,4
22974,0
3014,0
28038,0
26392,0
22565,0
21166,0
15721,0
28318,0
11602,0
17800,0
15023,4
12326,4
12851,4
13266,0
24762,0
24414,0
21171,0
2442,0
11002,0
20990,0
15939,0
9925,0
24134,0
12133,4
19571,0
17309,4
23549,0
3054,0
25805,0
20127,0
7282,0
27251,0
20194,0
22304,0
27509,0
7799,0
12223,4
20740,0
17475,0
24645,0
23251,0
12473,0
28123,0
12369,0
14166,4
3273,0
6262,0
22127,0
2047,0
24430,0
6539,4
3672,0
11776,0
12857,4
22817,0
8236,0
20107,0
8204,0
24464,0
8367,0
10763,0
12516,0
1466,0
14654,0
233,0
11153,0
26496,0
6049,2
5949,2
1033,0
22586,0
20221,0
5371,0
4143,0
10378,0
27958,0
6000,2
28205,0
26344,0
14180,4
16716,4
13559,4
2609,0
19237,0
24637,0
17456,0
24636,0
3793,0
13206,0
23586,0
22726,0
19076,0
5027,0
8796,0
1244,4
21731,4
9086,0
23050,0
20172,0
6361,4
8823,0
23375,0
5329,0
19104,0
8067,0
18012,0
9473,4
25916,0
18805,0
2758,0
9509,0
15743,0
9215,0
6173,0
1630,0
11372,0
6260,0
6104,2
9370,4
1702,0
10743,0
9640,0
20078,0
12959,4
12904,4
17816,0
12517,0
24784,0
21965,0
14421,4
10488,0
19150,0
27359,0
14874,0
19569,0
23105,0
15115,0
6764,0
18770,0
3565,0
19103,0
9568,0
14821,0
12328,4
1461,0
2495,0
21616,4
1132,0
23784,0
384,4
12638,4
6064,2
8311,0
21622,4
21481,4
12833,4
16167,4
5513,0
9340,4
14372,4
16445,4
12092,4
317,4
17028,4
17734,0
23079,0
12494,0
19958,0
27558,0
18190,0
11905,0
10493,0
3377,0
13186,0
13738,4
17359,4
9021,0
27205,0
20711,0
8749,0
12856,4
11584,0
9761,0
10151,0
16655,4
20461,4
1369,0
2777,0
15340,0
10230,0
18221,0
13128,4
22125,0
22975,0
13301,0
19586,0
1862,0
4950,0
11079,0
11832,0
28234,0
9132,0
23945,0
23964,0
19468,0
19132,0
1535,0
17550,0
19207,0
26819,0
4487,0
458,4
25877,0
20534,0
10326,0
3349,0
4948,0
18624,0
8189,0
23415,0
13564,4
14548,4
28393,0
4038,0
9443,4
27326,0
11948,0
26449,0
15379,0
20306,4
3756,0
24894,0
26462,0
15353,0
19717,0
27477,0
4084,0
14646,0
19484,0
13245,0
6806,0
8738,0
14803,0
24264,0
13391,0
28302,0
2276,0
11438,0
26985,0
8277,0
18900,0
776,0
26558,0
16102,4
24521,0
438,4
22851,0
13715,4
14922,4
462,4
791,0
5717,0
15801,0
2898,0
26137,0
20150,0
17774,0
7526,0
3287,0
3937,0
10865,0
16295,4
7765,0
8927,0
14495,4
23148,0
19960,0
2984,0
23620,0
25942,0
24702,0
26478,0
10388,0
17317,4
8448,0
2789,0
23525,0
13891,0
24544,0
12333,4
22253,0
26441,0
5635,0
21339,0
3914,0
7449,0
23422,0
15168,0
8632,0
24974,0
27005,0
3872,0
6609,4
25565,0
11665,0
10639,0
26043,0
6747,0
8598,0
15794,0
23994,0
8683,0
4608,0
7278,0
23212,0
15464,0
18254,0
27976,0
23233,0
11261,0
3773,0
21532,4
13068,4
25242,4
1624,0
19020,0
6136,4
4807,0
27310,0
23649,0
9769,0
19590,0
15742,0
22018,0
12703,4
9943,0
3600,0
21489,4
22037,0
28359,0
17534,0
2393,0
4749,0
16809,4
11660,0
26746,0
6352,0
24110,0
8287,0
11365,0
27989,0
16605,4
12482,0
24180,0
11381,0
752,0
17344,4
27218,0
24147,0
13643,4
1820,4
4401,0
20585,0
6407,4
6162,0
6990,0
16204,4
17865,0
3104,0
5822,0
22092,0
26091,0
15053,4
11613,0
14606,0
15702,0
23738,0
16428,4
15006,4
8840,0
10730,0
13760,4
2374,0
27652,0
27964,0
5823,0
25446,0
20527,0
20875,0
24418,0
10350,0
12633,4
26076,0
27703,0
2068,0
8488,0
408,4
12628,4
14133,4
9600,0
19762,0
4352,0
2542,0
20175,0
19805,0
23172,0
22720,0
17912,0
5081,0
24962,0
4681,0
3135,0
2365,0
27694,0
28407,0
2605,0
371,4
15510,0
12376,0
21134,4
14104,4
9757,0
9675,0
10487,0
7371,0
4798,0
6410,4
2407,0
19137,0
16399,4
13350,0
26450,0
18013,0
8875,0
10716,0
10978,0
23890,0
2720,0
7318,0
2337,0
2005,0
12971,4
3925,0
1041,0
21971,0
13570,4
18040,0
23954,0
4969,0
15700,0
15337,0
12982,4
14557,4
5964,2
27725,0
1142,4
23868,0
25073,4
11102,0
6214,0
22399,0
9304,4
25773,0
22039,0
5873,0
5662,0
2841,0
15261,0
15181,0
22541,0
12519,0
2459,0
8006,0
25257,4
25799,0
921,0
5681,0
27575,0
2506,0
27987,0
27888,4
8794,0
19061,0
814,0
6602,4
3959,0
18919,0
7534,0
21897,0
14522,4
23843,0
16221,4
20821,0
11725,0
883,0
7599,0
21759,4
8724,0
22990,0
6654,4
12459,0
8613,0
5881,2
21523,4
17835,0
12912,4
17841,0
20010,0
16398,4
2159,0
2501,0
26073,0
14879,0
21014,0
7317,0
21814,4
6288,0
5814,0
26320,0
24298,0
20601,0
11350,0
4232,0
6435,4
11130,0
14288,4
21358,0
2852,0
10428,0
27198,0
16348,4
27753,0
11870,0
22629,0
21469,4
14123,4
12283,4
21356,0
12786,4
26663,0
16206,4
25114,4
8119,0
21638,4
20781,0
17537,0
13501,4
15521,0
20183,0
9265,0
15828,0
7392,0
20480,0
473,4
16265,4
25051,4
19224,0
14231,4
3329,0
7345,0
7885,0
3846,0
916,0
19442,0
22904,0
20918,4
20925,4
23888,0
11360,0
1257,4
27366,0
12899,4
22718,0
2025,0
4294,0
410,4
1317,0
16847,4
23754,0
2394,0
28258,0
2950,0
10660,0
14815,0
4840,0
10209,0
2080,0
16629,4
15055,4
27726,0
21577,0
25396,0
5819,0
2836,0
27238,0
17567,0
16874,4
10876,0
1036,0
15349,0
14741,0
9045,0
26766,0
5564,0
11710,0
6434,4
22958,0
17478,0
10274,0
22575,0
25853,0
16127,4
22910,0
22538,0
11640,0
13150,4
21535,4
15237,0
17730,0
14111,4
8626,0
16843,4
4883,0
11333,0
23631,0
22352,0
17619,0
10055,0
6287,0
8383,0
11154,0
20292,4
18553,0
3765,0
18153,0
12079,4
17279,4
15455,0
4967,0
2968,0
11551,0
11286,0
10528,0
24882,0
1908,0
5291,0
5008,0
22350,0
3007,0
13320,0
4845,0
5951,4
23666,0
18721,0
18974,0
3239,0
7240,0
14385,4
19107,0
4874,0
17343,4
9077,0
10088,0
14547,4
21005,0
10080,0
23543,0
19693,0
23218,0
24405,0
1162,4
16665,4
14894,0
27112,0
13445,4
12840,4
18508,0
21936,0
9703,0
22640,0
23402,0
23267,0
5957,2
27712,0
10586,0
28107,0
23707,0
10885,0
24355,0
8334,0
11818,0
24453,0
8196,0
9821,0
16897,4
5183,0
11768,0
2831,0
9882,0
20321,4
3376,0
17814,0
13849,0
3730,0
1663,1
17546,0
9820,0
25314,0
8533,0
6332,0
18133,0
1184,4
8484,0
19047,0
7553,0
956,0
26858,0
9631,0
23720,0
22905,0
12006,0
11422,0
21881,0
12999,4
7665,0
9885,0
27977,0
27466,0
9933,0
1840,4
14850,0
24796,0
14600,0
23695,0
24844,0
26406,0
26150,0
24586,0
26728,0
6933,0
5279,0
19065,0
9677,0
4594,0
11382,0
7384,0
19267,0
18302,4
26508,0
5293,0
16159,4
1515,0
18136,0
13268,0
24776,0
14398,4
13973,0
8318,0
23430,0
11927,0
21540,4
3421,0
18959,0
26999,0
19908,1
28211,0
17883,0
25008,0
18618,0
13637,4
28253,0
27483,0
102,0
11009,0
2107,0
12789,4
9843,0
15948,0
23997,0
22107,0
5958,2
12490,0
5328,0
28327,0
10529,0
15887,0
292,0
19395,0
3122,0
22920,0
19194,0
22096,0
27365,0
20610,0
10592,0
13854,0
4866,0
6749,0
27564,0
1454,0
25725,0
6296,0
12846,4
11765,0
10191,0
10177,0
24303,0
25470,0
3885,0
7133,0
19265,0
22724,0
11384,0
18673,0
569,4
14931,4
15618,0
5156,0
21650,4
17966,0
25030,4
24233,0
3209,0
6707,0
3455,0
9748,0
13037,4
5187,0
27763,0
4113,0
27532,0
20934,0
7945,0
13757,4
6864,0
18991,0
27864,0
26305,0
15859,0
9850,0
7060,0
6229,0
4442,0
22864,0
21295,0
18111,0
25862,0
16997,4
2287,0
24632,0
11274,0
21279,0
22938,0
4570,0
18887,0
24135,0
19331,0
18128,0
14373,4
24164,0
22094,0
6125,4
14342,4
7421,0
11686,0
16320,4
17061,4
24629,0
17821,0
22944,0
4790,0
27536,0
21437,0
3777,0
19966,0
25346,0
24096,0
14607,0
1599,0
24926,0
16459,0
14665,1
11447,0
6488,4
20674,0
24085,0
19864,0
28244,0
22762,0
7882,0
9855,0
48,0
26925,0
14041,0
12867,4
13754,4
11220,0
26082,0
18677,0
20390,4
10625,0
4643,0
16601,4
6308,0
9814,0
12892,4
2292,0
23031,0
13703,4
12,0
16643,4
22819,0
8092,0
20198,0
23967,0
22929,0
16293,4
21425,4
8429,0
25603,0
340,4
19961,0
2253,0
26853,0
4211,0
12109,4
9367,4
27670,0
19006,0
1086,4
11039,0
7241,0
9348,4
10825,0
16822,4
16977,4
11300,0
6734,0
26095,0
26,0
8527,0
12161,4
26365,0
299,0
21733,4
13168,0
10762,0
8493,0
27377,0
14956,4
18228,0
7098,0
5912,2
14857,0
11952,0
19268,0
27541,0
2131,0
21846,4
2917,0
3557,0
3095,0
23397,0
26719,0
13619,4
26429,0
19725,0
17331,4
2075,0
2185,0
13989,0
3224,0
8923,0
17965,0
21525,4
1266,4
18906,0
8085,0
14090,4
28044,0
7300,4
16356,4
17939,0
686,0
22133,0
27140,0
17884,0
14925,4
3242,0
22035,0
15811,0
22446,0
3983,0
2840,0
4983,0
9902,0
16494,0
19663,0
2768,0
7320,0
24670,0
15837,1
24278,0
1014,0
10214,0
6521,4
13380,0
15731,0
20888,0
16674,4
6245,0
13792,0
25568,0
316,0
13597,4
6213,0
11103,0
4657,0
4551,0
16882,4
16282,4
9591,0
18942,0
4438,0
23170,0
27300,0
17687,0
16077,4
2036,0
18825,0
942,0
26499,0
2700,0
19279,0
27091,0
23471,0
730,0
24299,0
12233,4
8713,0
11050,0
19038,0
7309,0
27152,0
21276,0
19885,0
11397,0
7922,0
618,0
919,0
27436,0
2657,0
2183,0
18152,0
21792,4
21568,4
5733,0
22892,0
22588,0
3683,0
6836,0
16891,4
22077,0
25434,1
3251,0
21118,4
23463,0
7096,0
9362,4
842,0
15671,0
624,0
10472,0
5246,0
19118,0
14992,4
21735,4
16370,4
13717,4
12945,4
9625,0
16501,0
16452,0
16984,4
16975,4
23504,0
12860,4
8877,0
19830,2
15758,0
3525,0
4923,0
